session_id,type,label_attack,attestation_pass,attestation_score,flash_corr_zero_lag,flash_corr_best_lag,flash_best_lag_frames,imu_face_corr,latency_ms,fps,timestamp_skew_ms,response_std
genuine_000000,genuine,0,1,0.8884655827364315,0.6578241297845594,0.6792670243988759,1,0.7462724072418636,239.6743325721513,23.669387405746264,8.657789869909507,0.1668342863602196
genuine_000001,genuine,0,1,0.7983638898776233,0.7749765974169308,0.7749765974169308,0,0.5878223490003742,240.0176527156719,18.350774386621197,54.06051839467148,0.1932441538128563
genuine_000002,genuine,0,1,0.9415322602008,0.461819991019724,0.6793080575087326,3,0.554547981512882,190.9767897948148,25.922697083076223,90.93972694511132,0.1380137594581736
genuine_000003,genuine,0,1,0.8032316246988974,0.5387796768634245,0.7526374074054839,9,0.8122323065564317,360.46280998312295,29.19819740991024,8.50999752861351,0.1732391872421571
genuine_000004,genuine,0,1,0.962754912020278,0.420726922876996,0.8123783590122144,3,0.7466272710884779,130.98194432739254,34.5572836166958,4.343285824927172,0.1932439835194623
genuine_000005,genuine,0,0,0.7770631433535535,0.2405847761686754,0.4161150211731875,3,0.6424490710674287,161.10408773188084,18.380413094338504,45.5368289938455,0.1263589654300202
genuine_000006,genuine,0,1,0.8818275495945617,-0.0196146233905418,0.1879879284128843,6,0.6680903862077711,198.88545930958077,23.673911609195567,94.96759375608583,0.1081731401819752
genuine_000007,genuine,0,1,1.0,0.0218969993660444,0.0344906933951976,2,0.7562044091616232,79.82691750120513,22.11136830049205,26.8842429524953,0.1278231020157456
genuine_000008,genuine,0,0,0.7380176431003702,0.4011448701036939,0.4445794228696533,1,0.6083262421882143,302.3476639912316,29.406473041425937,36.25875565957182,0.1382551845745654
genuine_000009,genuine,0,1,1.0,0.5329850388453145,0.6829296748664461,1,0.7212694581052235,216.35208152928288,29.69337288650104,17.624312998539473,0.1334230956844751
genuine_000010,genuine,0,1,1.0,0.5917673529316659,0.7394789765249993,3,0.6589891692102017,242.4910029310406,23.422941010343237,24.90828940103881,0.1944885217090338
genuine_000011,genuine,0,1,1.0,0.2750256578925434,0.5507520400640292,3,0.7207812633095558,170.55548640508758,11.931720833512063,18.134920866552847,0.1250968285771008
genuine_000012,genuine,0,1,0.9445696966186086,0.4624920736146401,0.5084886741452569,2,0.6418722467908721,178.10724008855604,20.68497985877209,54.51795060446119,0.1365017174912205
genuine_000013,genuine,0,0,0.8876318460833519,0.516597938346681,0.6364797797635571,2,0.6837380661114315,60.0,27.40102801193561,42.48588915546999,0.1581662237716261
genuine_000014,genuine,0,0,0.6799486566275366,0.4855443919653078,0.4855443919653078,0,0.7327302551186821,221.60382018599523,19.1978126334487,45.00400639336373,0.1658065119957658
genuine_000015,genuine,0,1,0.9792226972318304,0.1997511354338138,0.3479620523664559,2,0.7167973092387591,253.94814864403517,31.299692752791668,70.06122687438298,0.1260768522920423
genuine_000016,genuine,0,1,0.9260658502935296,0.3130382598270573,0.4357003053913962,3,0.230361198822472,267.5430983266218,27.698018391246062,58.47594857342992,0.1609182360677397
genuine_000017,genuine,0,0,0.7369392231444387,0.2630080885210845,0.4718943496662339,14,0.5301976923679923,175.4729933093193,28.70778728030037,37.65301959696055,0.1079469215053857
genuine_000018,genuine,0,1,0.8421186459809293,0.5416234789745809,0.5416234789745809,0,0.5685566360846712,111.68937343093232,24.780357328319017,37.09449453053856,0.1273032632744972
genuine_000019,genuine,0,0,0.675455195593411,0.3759378897717125,0.5022954149959348,2,0.7290734198722094,261.8285122415993,26.38913946773385,29.981211244284765,0.1487364477510838
genuine_000020,genuine,0,1,0.8070093589645747,0.0866130143999468,0.1325185322807859,6,0.7914858792393236,271.18844335309814,13.18372549780304,54.363396441343234,0.1124513145819398
genuine_000021,genuine,0,1,0.7915727632081269,0.4467769641073069,0.7162094605414472,2,0.4686510130076974,206.77482537534613,30.02673791323165,90.85672260074745,0.1623338505940512
genuine_000022,genuine,0,0,1.0,0.538400729038969,0.6826714608407649,1,0.4438440389671166,157.00017447139183,26.196101524611493,135.93787708678025,0.1646429643934756
genuine_000023,genuine,0,1,0.8409895846190412,0.1532150359647482,0.2387531498924403,4,0.7658391777740878,106.78301385054456,6.0,29.39541180599669,0.1414779604281741
genuine_000024,genuine,0,0,0.75415870057519,0.4408420284029707,0.526295444452117,1,0.6200146371467192,259.46450999083856,14.417357283489263,9.09529746487062,0.1502982983035855
genuine_000025,genuine,0,1,0.8837184960373432,0.6830900130347098,0.8065708298058517,1,0.7347088814726391,379.6347772772061,35.0,151.1159339400213,0.1537850426126366
genuine_000026,genuine,0,1,0.9255234557478014,0.5298567287368555,0.5298567287368555,0,0.69987888403027,259.0464700360118,31.83523695726162,96.8956667186551,0.1376016442238663
genuine_000027,genuine,0,1,0.7919653582090451,0.0678106633495435,0.1374627536329075,-15,0.7048233286776969,112.1009386797504,10.823326165242587,38.58803778393187,0.1322558379412897
genuine_000028,genuine,0,0,0.5770092782819419,-0.0451220020542084,0.3019221904888735,6,0.7332982805707532,255.1521934317611,26.31910761259472,28.809378572348397,0.1219555909743592
genuine_000029,genuine,0,1,0.9557975555173088,0.4884689114966118,0.6868387352083641,2,0.4373849176568301,224.0923945579152,17.502108160771506,17.550433746846515,0.172776612023712
genuine_000030,genuine,0,0,0.5743470325264461,0.5344169482524077,0.5362863211185837,-2,0.7612146373769898,221.81423352636045,28.251369509024,92.83502341104936,0.1175026892880913
genuine_000031,genuine,0,0,0.4953944210878022,0.6723821249131194,0.754144983918664,2,0.2089422335958972,123.51126058131916,9.02667899009192,44.40927310900733,0.1597216663050259
genuine_000032,genuine,0,0,0.7285510029646778,-0.1489653040426568,-0.0716855763543792,-6,0.8111535607242474,86.21120424568717,27.41494689467612,32.15406654158214,0.1051729801570261
genuine_000033,genuine,0,1,0.9086327173579348,0.2118118753914444,0.2799089689757161,2,0.8359078557777612,192.17758008711115,24.817350746920155,48.82721499885123,0.1383961318590175
genuine_000034,genuine,0,1,0.9304914862977356,0.4385623726066568,0.4508940870295748,4,0.4313901376818599,220.58066835138928,22.17489610444765,88.01326059027943,0.135687234635488
genuine_000035,genuine,0,1,0.8314937592677891,0.1424398959257769,0.2268211350523966,2,0.782776694334111,121.80522198717772,26.380402670535556,93.66386839305342,0.1154264126648165
genuine_000036,genuine,0,1,0.9877575181565272,0.4509354904878774,0.7090301508863429,3,0.7096654909239148,151.64843701204742,15.703506669715056,67.4384956402287,0.1298694879985744
genuine_000037,genuine,0,1,1.0,0.1996642143875112,0.3187954790919973,5,0.4191434907491997,163.66050440242688,21.76047756735843,106.3000911480529,0.1230051862222319
genuine_000038,genuine,0,1,0.8588130062686382,0.1810237897144841,0.3657826489121616,13,0.5454367626435755,140.33533544446698,30.41545879540737,44.78295507527717,0.1409529892515015
genuine_000039,genuine,0,1,0.8178625213235791,0.6291185877345544,0.7620215192161756,2,0.4367515650299418,153.08632799110137,27.106319187498137,106.16278223993638,0.1624347537465581
genuine_000040,genuine,0,1,0.973548830353852,0.3351136711126303,0.5112042297031605,3,0.6889388399624042,192.0067274898092,23.768795400230548,59.37174145972204,0.1063900892686625
genuine_000041,genuine,0,1,0.8880947786897282,0.4289546191983595,0.6354291318838411,3,0.7874589695007165,60.0,26.580195436975696,65.23600166923137,0.1497768164535294
genuine_000042,genuine,0,0,0.7341719987916404,0.635057120212738,0.6561419907536907,1,0.5410847063053972,165.1263232599529,23.20148192730195,27.94514648212906,0.130866340310692
genuine_000043,genuine,0,1,0.8318970649275004,0.5526983589123281,0.6709338234246284,1,0.4041792738721402,149.20885604162663,28.965956513270367,30.025645721125883,0.1529854797257865
genuine_000044,genuine,0,0,0.9906264241300716,0.5609211006361647,0.5609211006361647,0,0.0671637773623844,153.6219264991559,21.37272691705653,45.81945342402972,0.191683805342563
genuine_000045,genuine,0,1,0.986786863760386,0.5825558404466007,0.6895261867228581,2,0.5552457263582492,97.71003553578096,27.112896173759506,104.5405535963315,0.1529501657653378
genuine_000046,genuine,0,1,0.9328012320364036,0.4119040901643606,0.5161419748275162,2,0.6062611802328889,60.0,24.294902866872206,1.8793643903069397,0.155968392833623
genuine_000047,genuine,0,1,0.8995330247045098,0.2106975807334686,0.3798601447865335,4,0.5649872269047764,130.0382329420994,27.645227348859954,75.33809544588199,0.1067093001906796
genuine_000048,genuine,0,0,0.7207513700570773,0.6868198618576739,0.6868198618576739,0,0.707568478210893,182.15419456557208,13.438952948969524,30.12233913309815,0.1465368558561822
genuine_000049,genuine,0,1,0.9507512299089488,-0.1983904535586537,0.0566274176033171,-5,0.6804699129748791,260.03237124587923,33.540952221189,20.730830111509977,0.1194792601799927
genuine_000050,genuine,0,1,0.7845301202428333,0.3608065728086098,0.4606235018004773,2,0.6940137721427214,146.06376994467612,26.41593542525482,72.98795453469523,0.1789768820287976
genuine_000051,genuine,0,1,0.7803904207554392,0.2089362077707718,0.249922521797772,2,-0.0048400944480072,179.36449392861056,27.670693652470625,63.06945673468745,0.1263441391148657
genuine_000052,genuine,0,1,1.0,0.4348188410076123,0.4348188410076123,0,0.7407576231389804,212.2831146404404,19.94438151270963,48.4189702095391,0.1033936933472042
genuine_000053,genuine,0,1,1.0,0.2804115893235687,0.3164154267468553,2,0.7130671923895677,88.19856465088539,20.149368276237656,47.70357763360129,0.1187242185108713
genuine_000054,genuine,0,1,0.8241647909669739,0.0877609255907979,0.3131108068724051,3,0.7954241917015654,266.93791463090736,16.86982771532426,113.486317466145,0.1477878878615766
genuine_000055,genuine,0,1,1.0,0.4494905174332365,0.8366437272849431,3,0.5410269606519935,203.96985889992385,26.950496780340007,46.19311164017218,0.1705313586427048
genuine_000056,genuine,0,0,0.7322013218566027,0.4636349796835901,0.600199210909118,3,0.8870431601265637,117.00459542345544,25.29498634188193,11.329744204063992,0.137800041378256
genuine_000057,genuine,0,1,0.8928364624082639,0.5416160356741951,0.6424199324132549,4,0.6668895346312882,162.79946322670492,23.48928597729644,99.33106614678618,0.1963689906065112
genuine_000058,genuine,0,0,0.6387981483384156,0.0541453333718036,0.397350594307768,5,0.5056459382167711,82.69248671781499,25.352459216969265,13.097303676360696,0.1198363531448373
genuine_000059,genuine,0,1,0.9104559020104068,0.6600391821992713,0.7138702275143322,2,0.7103798413750533,60.0,20.80830998459948,25.9764700373243,0.1544194413941555
genuine_000060,genuine,0,1,1.0,0.3515796112105394,0.4720184647253969,1,0.3814638648473092,164.96737723725192,33.142618882255704,8.705804988499622,0.103472538778193
genuine_000061,genuine,0,1,0.7805177857083797,-0.262381417762878,0.3153844020663632,-12,0.3411322702241457,174.21127905157175,24.1423553889865,22.740367123164457,0.1352553821851269
genuine_000062,genuine,0,0,1.0,0.5264820212495496,0.7777581585928457,5,0.6723176286844311,155.94562224199046,15.99463130853755,62.03399181031843,0.2092991704716416
genuine_000063,genuine,0,1,0.8379247920481109,0.2756502367239433,0.371520806754486,1,0.7244935897415715,172.9944062350586,12.14948724767032,69.82628112923456,0.1251563961633724
genuine_000064,genuine,0,1,0.8999384323626276,0.3807419241080733,0.4005399657245166,2,0.7558043109444617,60.0,16.965258608159033,27.843460132287586,0.1468168978093019
genuine_000065,genuine,0,1,1.0,0.6604015625220515,0.6604015625220515,0,0.5114928162548952,121.29961534232302,26.52159126568787,40.11673821539164,0.1312939327904376
genuine_000066,genuine,0,1,0.8780701274782301,0.1547403043387084,0.3105349477980036,3,0.8707713279055348,143.578022904213,32.3872816727209,22.97598950187546,0.1555954386789241
genuine_000067,genuine,0,1,0.8841615619889578,0.6005906431946363,0.7314053412713278,2,0.6781966681320059,216.70128875682747,35.0,75.09761765202899,0.1253205900528559
genuine_000068,genuine,0,1,0.9272218540234812,0.2128718596382839,0.2128718596382839,0,0.7751252479038894,206.0422899681235,23.181655580805653,59.64893001272853,0.1205839492795323
genuine_000069,genuine,0,0,0.8187835627379062,0.1573096939062689,0.2014817939800613,2,0.5477715220721725,124.15598354191148,21.172576891576263,91.2081529111527,0.0995207626409021
genuine_000070,genuine,0,1,0.87020372580664,0.2319837198837971,0.2433077867514397,1,0.7529874624636023,60.0,19.39800417902878,22.054883668389067,0.1408170006475222
